id,Price
1,52184.405
2,63397.39
3,23250.56
4,2695.245
5,5808.265
6,6547.805
7,4046.07
8,13899.57
9,4614.83
10,17186.9
11,4210.165
12,4859.24
13,4418.095
14,52613.365
15,39772.445
16,53746.24
17,55562.7
18,6374.225
19,68189.03
20,7115.903428571428
21,7402.915
22,65581.045
23,45374.71
24,5741.23
25,5442.145
26,4563.12
27,6148.275
28,5535.165
29,3851.085
30,6655.205
31,4915.55
32,67081.57
33,60249.71
34,52607.255
35,8862.275
36,5864.735
37,5087.97
38,46208.045
39,5757.315
40,2433.135
41,9504.58
42,79450.835
43,5327.72
44,3372.065
45,13318.875
46,2791.88
47,5880.655
48,11396.055
49,69510.755
50,6414.16
51,5505.91
52,2985.01
53,6579.345
54,4147.035
55,7123.105
56,2817.77
57,4091.72
58,40522.88
59,3188.805
60,65425.615
61,11578.405
62,44695.515
63,6702.68
64,10619.605
65,56019.38
66,57535.435
67,45307.715
68,11941.055
69,50566.61
70,45319.735
71,5618.305
72,6288.555
73,10579.445
74,7187.2
75,11661.38
76,6545.27
77,5985.095
78,3544.66
79,64480.5
80,11317.945
81,5014.65
82,6627.15
83,7136.9
84,5965.28
85,34224.53
86,59408.64
87,5009.39
88,13064.685
89,60373.935
90,4422.615
91,4687.24
92,63137.225
93,57212.14
94,82737.01
95,44018.78
96,5519.415
97,6275.825
98,14674.595
99,6368.66
100,68378.07
101,5093.715
102,7949.13
103,6473.5
104,2547.655
105,4891.845
106,7787.105
107,54039.965
108,55605.04
109,42082.165
110,2412.9
111,47675.295
112,53220.685
113,10168.77
114,2566.775
115,3357.82
116,3212.39
117,5708.485
118,3272.395
119,6025.78
120,12759.185
121,58549.73
122,13515.385
123,6033.655
124,45693.0
125,5897.635
126,6595.05
127,6655.26
128,12152.59
129,65898.705
130,3279.585
131,6171.445
132,57097.565
133,5566.82
134,6062.555
135,4054.29
136,46639.31
137,4704.37
138,7334.72
139,4000.74
140,4830.33
141,3447.315
142,51692.76
143,8233.17
144,1714.5
145,54628.245
146,3002.705
147,6469.1
148,11764.565
149,3927.645
150,4619.545
151,7920.935
152,64732.61
153,7173.805
154,6909.485
155,61226.135
156,6381.045
157,6381.035
158,5036.48
159,6194.875
160,4721.205
161,55263.65
162,6957.215
163,67681.9
164,7278.805
165,59693.525
166,33549.53
167,58875.885
168,4758.985
169,10491.35
170,50280.05
171,1933.235
172,7014.925
173,52191.62
174,55527.725
175,5094.165
176,67894.785
177,4002.915
178,4294.08
179,5702.795
180,71634.07
181,28458.43
182,7434.815
183,12587.065
184,6455.195
185,24892.09
186,7815.205
187,8374.045
188,53362.78
189,13432.005
190,7394.11
191,59015.59
192,3182.88
193,55970.84
194,5739.885
195,5388.92
196,6014.065
197,2361.425
198,16077.48
199,11283.22
200,63890.345
201,68112.935
202,12506.35
203,4507.565
204,7510.23
205,61662.52
206,61172.55
207,4197.965
208,45254.405
209,50154.195
210,8789.635
211,59022.56
212,41301.805
213,4314.25
214,4843.23
215,7217.855
216,49883.16
217,5039.55
218,29540.72
219,7118.605
220,3392.915
221,4001.88
222,4289.655
223,22150.03
224,53969.61
225,53670.0
226,11861.515
227,6633.635
228,9972.78
229,5050.915
230,60712.925
231,4470.3
232,5957.37
233,13985.22
234,11188.56
235,3710.65
236,5679.515
237,2754.705
238,3966.55
239,2425.98
240,8579.56
241,62264.66
242,51562.865
243,3631.44
244,59420.71
245,8844.87
246,49613.0
247,54938.605
248,5079.37
249,4979.98
250,68498.27
251,8130.325
252,5281.72
253,52822.135
254,11160.065
255,6308.615
256,69293.995
257,4648.925
258,2375.455
259,4654.565
260,55562.625
261,3533.535
262,5742.14
263,54623.69
264,4021.1
265,7265.11
266,1606.045
267,41220.895
268,49048.39
269,46932.46
270,8162.67
271,6604.25
272,7530.97
273,50281.25
274,31559.915
275,2214.165
276,7610.84
277,28840.89
278,7314.175
279,32836.88
280,6036.575
281,38180.91
282,5648.675
283,5720.595
284,6623.675
285,50117.735
286,7260.81
287,38378.97
288,4712.585
289,61177.265
290,1777.985
291,1608.79
292,6575.15
293,8406.705
294,6092.88
295,4860.865
296,3916.655
297,55319.985
298,14792.605
299,8103.65
300,5463.4
301,62597.17
302,2599.89
303,7219.885
304,11002.725
305,53476.095
306,6517.665
307,53472.16
308,5253.74
309,53119.63
310,15155.16
311,5092.355
312,55028.56
313,4347.09
314,2523.48
315,3994.715
316,32746.575
317,4188.85
318,5422.765
319,8889.201666666666
320,4338.645
321,4441.45
322,61030.41
323,5775.155
324,3443.49
325,6349.72
326,8661.715
327,6098.54
328,4680.695
329,5764.325
330,3522.185
331,10362.98
332,7885.14
333,65585.295
334,5445.0
335,6765.655
336,11810.505
337,4372.74
338,22158.93
339,13409.26
340,45147.98
341,45833.26
342,50115.28
343,4343.96
344,5896.34
345,12732.195
346,75983.915
347,3268.17
348,3409.66
349,5953.2
350,11694.613333333333
351,4519.345
352,5955.675
353,4892.795
354,4835.135
355,4347.765
356,68862.585
357,51699.55
358,4723.82
359,4576.715
360,51391.705
361,58239.56
362,5986.81
363,51409.865
364,2471.515
365,65796.96
366,29093.065
367,3937.53
368,3927.68
369,6727.16
370,6448.75
371,6022.09
372,4054.88
373,5958.45
374,5950.05
375,11970.51
376,49613.0
377,5587.47
378,52660.865
379,5065.125
380,2124.0
381,63332.66
382,6832.2
383,6371.235
384,4318.425
385,6384.37
386,65792.385
387,63929.235
388,4420.17
389,51584.795
390,60137.855
391,63048.365
392,70900.19
393,6156.88
394,55443.215
395,71823.665
396,55277.6
397,55845.16
398,4412.945
399,6929.61
400,3164.855
401,7192.455
402,6175.025
403,11384.38
404,58090.8
405,58772.865
406,4098.205
407,5619.615
408,65997.515
409,5795.325
410,4150.11
411,6291.42
412,53555.31
413,5963.155
414,6065.055
415,4631.28
416,2492.22
417,28742.08
418,5120.11
419,55044.6
420,11284.96
421,4505.175
422,5005.78
423,3992.96
424,56936.425
425,15404.4
426,4039.765
427,3389.7
428,12463.028571428573
429,2150.0
430,5926.29
431,49488.14
432,6543.99
433,6225.915
434,68174.465
435,2201.0
436,5487.38
437,11474.39
438,13858.12
439,6206.26
440,65905.22
441,8473.12
442,56775.545
443,5446.47
444,3889.315
445,4408.21
446,49750.945
447,56022.175
448,8044.37
449,3622.57
450,51652.955
451,49601.48
452,48400.56
453,4802.285
454,7495.205
455,5202.21
456,2070.44
457,49561.96
458,41511.95
459,11177.505
460,6699.275
461,6139.2
462,5949.0
463,4489.6
464,10760.65
465,1655.715
466,2150.0
467,6001.29
468,5905.18
469,4695.04
470,7843.59
471,10359.685
472,8769.06
473,4919.755
474,5979.58
475,4337.37
476,11216.95
477,12285.375
478,4485.89
479,14093.99875
480,26205.19
481,6328.32
482,5817.29
483,2754.755
484,3461.965
485,10606.42
486,6199.24
487,63654.97
488,4912.775
489,52541.27
490,5728.71
491,51512.34
492,4559.335
493,56945.65
494,49893.645
495,5697.585
496,34602.11
497,5529.94
498,4561.92
499,68798.315
500,46589.51
501,4502.21
502,4690.73
503,64362.725
504,44212.01
505,44858.53
506,7717.885
507,5304.495
508,32794.235
509,2498.04
510,56789.61
511,5635.06
512,5738.965
513,39158.9
514,5830.395
515,73394.015
516,70374.045
517,3706.095
518,45871.325
519,4073.98
520,5774.19
521,76992.115
522,54608.0
523,4264.6
524,4730.81
525,9760.365
526,7278.305
527,6815.845
528,3013.94
529,6155.55
530,16883.205
531,50969.415
532,4000.82
533,57398.95
534,11040.664166666666
535,10284.39
536,64592.095
537,56476.0
538,5714.1
539,4822.4
540,3803.75
541,4493.37
542,3070.445
543,9540.435
544,54607.33
545,79581.965
546,51942.53
547,3869.97
548,5933.805
549,66519.965
550,4277.45
551,54986.775
552,5729.685
553,5558.475
554,4900.815
555,5544.875
556,5964.635
557,56800.355
558,52211.175
559,5981.34
560,43167.045
561,42972.52
562,2576.665
563,6226.42
564,3214.78
565,4428.785
566,49738.03
567,9419.845
568,9495.4
569,7404.215
570,6371.83
571,4737.71
572,16915.91
573,14816.08
574,5634.145
575,47926.905
576,4114.185
577,52661.185
578,4277.855
579,49769.52
580,64772.68
581,37029.99
582,4589.45
583,2337.89
584,2201.0
585,6551.88
586,57800.635
587,12800.69
588,70243.0
589,4471.96
590,2710.02
591,7119.66
592,61401.615
593,76071.655
594,5782.675
595,14167.42
596,64790.8
597,5532.66
598,2766.755
599,11664.82
600,42529.0
601,6404.385
602,4714.565
603,3886.78
604,5587.655
605,53375.315
606,6369.18
607,66081.705
608,36085.53
609,4034.44
610,5285.59
611,53676.905
612,4146.91
613,67407.16
614,8024.555
615,6244.375
616,6537.33
617,4164.56
618,14781.92
619,61993.95
620,51890.3
621,65270.205
622,5915.1
623,6215.925
624,11855.55
625,3956.645
626,4847.395
627,46399.955
628,56403.425
629,5494.56
630,54796.47
631,5094.635
632,67802.13
633,4964.25
634,5147.29
635,3664.93
636,4319.06
637,7519.825
638,58592.075
639,2708.68
640,54527.52
641,39499.0
642,10969.565
643,4206.88
644,3450.05
645,4041.64
646,62447.21
647,73505.195
648,2796.32
649,11074.45
650,7747.165
651,49892.86
652,4340.57
653,63525.36
654,62351.265
655,6384.175
656,6663.2
657,2837.67
658,11060.765
659,54051.405
660,5888.87
661,6157.095
662,4712.61
663,4004.62
664,14160.86
665,6070.365
666,8992.67
667,12276.975
668,4445.02
669,4248.745
670,5914.85
671,56578.985
672,11272.39
673,5247.09
674,27958.02
675,61347.72
676,62633.25
677,33110.57
678,4937.785
679,14354.825
680,7957.625
681,5330.015
682,4740.43
683,7438.205
684,7347.0
685,7087.055
686,7706.32
687,12187.61
688,4660.6
689,4612.21
690,10549.27
691,4234.515
692,56965.595
693,7849.99
694,6705.585
695,4801.345
696,6159.54
697,6328.005
698,2605.45
699,11459.153333333332
700,4444.97
701,62470.395
702,2528.78
703,3841.545
704,6149.995
705,51581.945
706,4034.855
707,51581.0
708,3579.465
709,3193.405
710,50271.0
711,11647.665
712,55554.015
713,41968.72
714,4951.745
715,57819.28
716,5165.855
717,8223.165
718,11154.635
719,25003.335
720,6336.32
721,59506.645
722,54069.635
723,54608.0
724,9064.575
725,39880.92
726,56151.26
727,4671.88
728,3193.065
729,5047.505
730,74251.125
731,28345.715
732,4836.6
733,4841.39
734,3718.445
735,46302.64
736,5859.815
737,3676.21
738,4899.79
739,60165.205
740,54278.37
741,56523.145
742,56977.98
743,3858.305
744,61436.47
745,11522.885
746,5631.9
747,53604.295
748,8015.27
749,56173.35
750,58828.14
751,5154.775
752,7234.35
753,5514.355
754,3407.445
755,5303.93
756,58576.5
757,45886.36
758,6349.785
759,52133.695
760,3924.06
761,6763.805
762,4409.135
763,8045.2
764,5114.715
765,54946.63
766,4723.495
767,69058.33
768,6493.065
769,4967.115
770,6490.52
771,4569.505
772,52517.275
773,80302.305
774,6554.015
775,4384.9
776,42145.39
777,51324.1
778,4934.255
779,4437.37
780,2466.715
781,5220.57
782,44055.18
783,6009.695
784,23250.56
785,7588.055
786,6045.76
787,11194.17
788,4455.185
789,72815.885
790,17405.075
791,44615.59
792,33858.7
793,2779.165
794,32072.22
795,23793.42
796,65094.125
797,5601.025
798,7145.885
799,7528.13
800,1709.305
801,13669.48
802,6939.72
803,3769.205
804,52634.925
805,6233.675
806,24448.8
807,72121.15
808,12792.545
809,47149.75
810,8064.065
811,43538.87
812,6406.185
813,4785.46
814,58211.325
815,7058.27
816,8682.655
817,6222.9
818,5177.54
819,4726.195
820,61425.27
821,51369.275
822,4614.74
823,24032.99
824,51604.52
825,50332.9
826,5605.715
827,54338.61
828,2253.95
829,56163.965
830,5888.665
831,10225.75
832,3715.92
833,57916.325
834,64461.285
835,6028.15
836,4398.62
837,41837.92
838,12087.775
839,5190.49
840,11323.065
841,59650.14
842,48272.335
843,2336.975
844,23977.3
845,6185.59
846,69443.305
847,43396.845
848,9278.83
849,4935.505
850,14351.005
851,4146.605
852,7536.185
853,4122.105
854,44597.99
855,16458.585
856,4816.7
857,54684.0
858,4586.155
859,5999.395
860,8492.395
861,5247.445
862,2076.755
863,53035.255
864,5378.875
865,2440.85
866,11500.01
867,56506.795
868,2124.16
869,3888.83
870,67968.275
871,5204.935
872,17137.47
873,45450.28
874,7613.205
875,63073.055
876,5525.925
877,3388.925
878,47201.205
879,4331.945
880,61864.76
881,4264.695
882,4345.78
883,9143.295
884,3991.13
885,6610.97
886,6047.555
887,4131.65
888,52652.49
889,39499.0
890,2246.61
891,5187.795
892,2217.725
893,3357.775
894,62448.0
895,9618.93
896,64569.14
897,5377.94
898,58254.035
899,6424.995
900,5513.565
901,54187.175
902,46965.48
903,9888.87
904,4779.675
905,4534.69
906,5241.92
907,53288.67
908,61702.39
909,6075.22
910,6311.495
911,5341.71
912,4546.46
913,62388.94
914,4360.795
915,5720.995
916,54766.23
917,5830.765
918,34352.19
919,3373.965
920,11715.13
921,57648.975
922,13869.0
923,56005.485
924,4677.8
925,54608.0
926,4457.8
927,67581.59
928,5671.98
929,29566.05
930,12333.805
931,10445.48
932,3573.9
933,49443.19
934,4485.51
935,4938.24
936,4423.09
937,5483.935
938,48807.555
939,15002.93
940,5745.81
941,5572.84
942,64190.72
943,5963.27
944,4387.885
945,2359.055
946,8812.78
947,57021.295
948,1960.645
949,71230.63
950,62345.83
951,44352.5
952,54997.23
953,2220.925
954,12747.25
955,3808.755
956,52627.505
957,6318.75
958,7363.445
959,3095.66
960,67394.225
961,53121.5
962,5441.625
963,11588.41
964,4089.25
965,5383.17
966,6060.0
967,66658.015
968,12986.72
969,4360.49
970,3676.05
971,8900.005
972,60313.875
973,4067.21
974,49525.095
975,59748.0
976,61394.085
977,4375.48
978,76219.845
979,6300.305
980,5427.63
981,10783.395
982,59661.455
983,5931.015
984,5469.97
985,5667.185
986,6918.96
987,10911.65
988,5286.51
989,3568.23
990,6494.71
991,54959.43
992,58227.995
993,7193.875
994,54563.425
995,12221.455
996,5117.745
997,5330.775
998,6111.135
999,8098.065
1000,4320.965
1001,3607.74
1002,9867.05
1003,60481.785
1004,3645.945
1005,12368.43
1006,12360.01
1007,3820.985
1008,4013.385
1009,17875.725
1010,2586.67
1011,30302.915
1012,47747.595
1013,4767.735
1014,58438.72
1015,62043.195
1016,43655.745
1017,42383.04
1018,11356.335
1019,6887.11
1020,3118.935
1021,14046.97
1022,4503.525
1023,2783.64
1024,53752.765
1025,12894.02
1026,58067.21
1027,4055.89
1028,50271.55
1029,5199.41
1030,54684.0
1031,4813.615
1032,3126.825
1033,42145.295
1034,7505.715
1035,5424.98
1036,29240.565
1037,6427.7
1038,43815.895
1039,3847.775
1040,3014.755
1041,59102.99
1042,32975.38
1043,9961.24
1044,6171.05
1045,5768.665
1046,61383.155
1047,37218.25
1048,4421.2
1049,5532.185
1050,2110.22
1051,3034.515
1052,5301.835
1053,5749.545
1054,59842.455
1055,3021.425
1056,6236.935
1057,7428.23
1058,9188.725
1059,7730.75
1060,3186.83
1061,60720.585
1062,50060.065
1063,4179.2
1064,8002.025
1065,10921.85
1066,5158.805
1067,16294.71
1068,20261.11
1069,37340.685
1070,1716.41
1071,4555.475
1072,45344.685
1073,58443.585
1074,16414.205
1075,12427.735
1076,5810.205
1077,6039.66
1078,4678.86
